,carrera,curso,universidad,ciclo,texto_limpio,tokens
1944,Ingeniería Empresarial y de Sistemas,analitica y big data,Universidad Científica del Sur (Científica),6,analitica big data,"['analitica', 'big', 'data']"
1945,Ingeniería Empresarial y de Sistemas,direccion de empresas,Universidad Científica del Sur (Científica),6,direccion empresas,"['direccion', 'empresas']"
1946,Ingeniería Empresarial y de Sistemas,electivo,Universidad Científica del Sur (Científica),6,electivo,['electivo']
1947,Ingeniería Empresarial y de Sistemas,estrategia competitividad y riesgo,Universidad Científica del Sur (Científica),7,estrategia competitividad riesgo,"['estrategia', 'competitividad', 'riesgo']"
1948,Ingeniería Empresarial y de Sistemas,investigacion de operaciones,Universidad Científica del Sur (Científica),7,investigacion operaciones,"['investigacion', 'operaciones']"
1949,Ingeniería Empresarial y de Sistemas,formulacion y evaluacion de proyecto ies,Universidad Científica del Sur (Científica),7,formulacion evaluacion proyecto ies,"['formulacion', 'evaluacion', 'proyecto', 'ies']"
1950,Ingeniería Empresarial y de Sistemas,inteligencia artificial basada en el conocimiento,Universidad Científica del Sur (Científica),7,inteligencia artificial basada conocimiento,"['inteligencia', 'artificial', 'basada', 'conocimiento']"
1951,Ingeniería Empresarial y de Sistemas,visualizacion de datos,Universidad Científica del Sur (Científica),7,visualizacion datos,"['visualizacion', 'datos']"
1952,Ingeniería Empresarial y de Sistemas,electivo,Universidad Científica del Sur (Científica),7,electivo,['electivo']
1953,Ingeniería Empresarial y de Sistemas,ingenieria y gestion de procesos de negocio,Universidad Científica del Sur (Científica),8,ingenieria gestion procesos negocio,"['ingenieria', 'gestion', 'procesos', 'negocio']"
1954,Ingeniería Empresarial y de Sistemas,management,Universidad Científica del Sur (Científica),8,management,['management']
1955,Ingeniería Empresarial y de Sistemas,marketing digital,Universidad Científica del Sur (Científica),8,marketing digital,"['marketing', 'digital']"
1956,Ingeniería Empresarial y de Sistemas,tecnologias emergentes,Universidad Científica del Sur (Científica),8,tecnologias emergentes,"['tecnologias', 'emergentes']"
1957,Ingeniería Empresarial y de Sistemas,machine learning,Universidad Científica del Sur (Científica),8,machine learning,"['machine', 'learning']"
1958,Ingeniería Empresarial y de Sistemas,administracion de proyectos ti,Universidad Científica del Sur (Científica),8,administracion proyectos,"['administracion', 'proyectos']"
1959,Ingeniería Empresarial y de Sistemas,electivo,Universidad Científica del Sur (Científica),8,electivo,['electivo']
1960,Ingeniería Empresarial y de Sistemas,seminario de investigacion,Universidad Científica del Sur (Científica),9,seminario investigacion,"['seminario', 'investigacion']"
1961,Ingeniería Empresarial y de Sistemas,investigacion de proyectos,Universidad Científica del Sur (Científica),9,investigacion proyectos,"['investigacion', 'proyectos']"
1962,Ingeniería Empresarial y de Sistemas,gestion de calidad,Universidad Científica del Sur (Científica),9,gestion calidad,"['gestion', 'calidad']"
1963,Ingeniería Empresarial y de Sistemas,planificacion estrategica,Universidad Científica del Sur (Científica),9,planificacion estrategica,"['planificacion', 'estrategica']"
1964,Ingeniería Empresarial y de Sistemas,sistemas y procesos industriales,Universidad Científica del Sur (Científica),9,sistemas procesos industriales,"['sistemas', 'procesos', 'industriales']"
1965,Ingeniería Empresarial y de Sistemas,trabajo de investigacion,Universidad Científica del Sur (Científica),10,trabajo investigacion,"['trabajo', 'investigacion']"
1966,Ingeniería Empresarial y de Sistemas,ia aplicada,Universidad Científica del Sur (Científica),10,ia aplicada,"['ia', 'aplicada']"
1967,Ingeniería Empresarial y de Sistemas,information technology management and systems audits,Universidad Científica del Sur (Científica),10,information technology management and systems audits,"['information', 'technology', 'management', 'and', 'systems', 'audits']"
1968,Ingeniería Empresarial y de Sistemas,electivo,Universidad Científica del Sur (Científica),10,electivo,['electivo']
1969,Ingeniería de Tecnologías de Información y Sistemas,comunicacion y literatura,Universidad ESAN,1,comunicacion literatura,"['comunicacion', 'literatura']"
1970,Ingeniería de Tecnologías de Información y Sistemas,estadistica y probabilidades,Universidad ESAN,1,estadistica probabilidades,"['estadistica', 'probabilidades']"
1971,Ingeniería de Tecnologías de Información y Sistemas,fundamentos de programacion,Universidad ESAN,1,fundamentos programacion,"['fundamentos', 'programacion']"
1972,Ingeniería de Tecnologías de Información y Sistemas,globalizacion y realidad nacional,Universidad ESAN,1,globalizacion realidad nacional,"['globalizacion', 'realidad', 'nacional']"
1973,Ingeniería de Tecnologías de Información y Sistemas,pre calculo,Universidad ESAN,1,pre calculo,"['pre', 'calculo']"
1974,Ingeniería de Tecnologías de Información y Sistemas,sistemas operativos,Universidad ESAN,1,sistemas operativos,"['sistemas', 'operativos']"
1975,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias personales,Universidad ESAN,1,taller desarrollo competencias personales,"['taller', 'desarrollo', 'competencias', 'personales']"
1976,Ingeniería de Tecnologías de Información y Sistemas,algoritmos y estructura de datos,Universidad ESAN,2,algoritmos estructura datos,"['algoritmos', 'estructura', 'datos']"
1977,Ingeniería de Tecnologías de Información y Sistemas,analisis de datos,Universidad ESAN,2,analisis datos,"['analisis', 'datos']"
1978,Ingeniería de Tecnologías de Información y Sistemas,arquitectura del computador,Universidad ESAN,2,arquitectura computador,"['arquitectura', 'computador']"
1979,Ingeniería de Tecnologías de Información y Sistemas,base de datos,Universidad ESAN,2,base datos,"['base', 'datos']"
1980,Ingeniería de Tecnologías de Información y Sistemas,calculo,Universidad ESAN,2,calculo,['calculo']
1981,Ingeniería de Tecnologías de Información y Sistemas,ingenieria de requerimientos,Universidad ESAN,2,ingenieria requerimientos,"['ingenieria', 'requerimientos']"
1982,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias profesionales,Universidad ESAN,2,taller desarrollo competencias profesionales,"['taller', 'desarrollo', 'competencias', 'profesionales']"
1983,Ingeniería de Tecnologías de Información y Sistemas,algebra lineal,Universidad ESAN,3,algebra lineal,"['algebra', 'lineal']"
1984,Ingeniería de Tecnologías de Información y Sistemas,calculo,Universidad ESAN,3,calculo,['calculo']
1985,Ingeniería de Tecnologías de Información y Sistemas,fisica,Universidad ESAN,3,fisica,['fisica']
1986,Ingeniería de Tecnologías de Información y Sistemas,ingenieria de procesos de negocio,Universidad ESAN,3,ingenieria procesos negocio,"['ingenieria', 'procesos', 'negocio']"
1987,Ingeniería de Tecnologías de Información y Sistemas,programacion orientada a objetos,Universidad ESAN,3,programacion orientada objetos,"['programacion', 'orientada', 'objetos']"
1988,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias personales,Universidad ESAN,3,taller desarrollo competencias personales,"['taller', 'desarrollo', 'competencias', 'personales']"
1989,Ingeniería de Tecnologías de Información y Sistemas,analisis y diseno de algoritmos,Universidad ESAN,4,analisis diseno algoritmos,"['analisis', 'diseno', 'algoritmos']"
1990,Ingeniería de Tecnologías de Información y Sistemas,estadistica inferencial,Universidad ESAN,4,estadistica inferencial,"['estadistica', 'inferencial']"
1991,Ingeniería de Tecnologías de Información y Sistemas,ingenieria de software,Universidad ESAN,4,ingenieria software,"['ingenieria', 'software']"
1992,Ingeniería de Tecnologías de Información y Sistemas,inteligencia de negocios,Universidad ESAN,4,inteligencia negocios,"['inteligencia', 'negocios']"
1993,Ingeniería de Tecnologías de Información y Sistemas,matematica discreta,Universidad ESAN,4,matematica discreta,"['matematica', 'discreta']"
1994,Ingeniería de Tecnologías de Información y Sistemas,redes de comunicaciones,Universidad ESAN,4,redes comunicaciones,"['redes', 'comunicaciones']"
1995,Ingeniería de Tecnologías de Información y Sistemas,robotica,Universidad ESAN,4,robotica,['robotica']
1996,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias profesionales,Universidad ESAN,4,taller desarrollo competencias profesionales,"['taller', 'desarrollo', 'competencias', 'profesionales']"
1997,Ingeniería de Tecnologías de Información y Sistemas,analisis multivariado,Universidad ESAN,5,analisis multivariado,"['analisis', 'multivariado']"
1998,Ingeniería de Tecnologías de Información y Sistemas,desarrollo de aplicaciones moviles,Universidad ESAN,5,desarrollo aplicaciones moviles,"['desarrollo', 'aplicaciones', 'moviles']"
1999,Ingeniería de Tecnologías de Información y Sistemas,desarrollo de aplicaciones web,Universidad ESAN,5,desarrollo aplicaciones web,"['desarrollo', 'aplicaciones', 'web']"
2000,Ingeniería de Tecnologías de Información y Sistemas,desarrollo de soluciones de iot,Universidad ESAN,5,desarrollo soluciones iot,"['desarrollo', 'soluciones', 'iot']"
2001,Ingeniería de Tecnologías de Información y Sistemas,gerencia para ingenieria,Universidad ESAN,5,gerencia ingenieria,"['gerencia', 'ingenieria']"
2002,Ingeniería de Tecnologías de Información y Sistemas,inteligencia artificial,Universidad ESAN,5,inteligencia artificial,"['inteligencia', 'artificial']"
2003,Ingeniería de Tecnologías de Información y Sistemas,prueba de software,Universidad ESAN,5,prueba software,"['prueba', 'software']"
2004,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias personales,Universidad ESAN,5,taller desarrollo competencias personales,"['taller', 'desarrollo', 'competencias', 'personales']"
2005,Ingeniería de Tecnologías de Información y Sistemas,analisis multivariado,Universidad ESAN,6,analisis multivariado,"['analisis', 'multivariado']"
2006,Ingeniería de Tecnologías de Información y Sistemas,big data analytics,Universidad ESAN,6,big data analytics,"['big', 'data', 'analytics']"
2007,Ingeniería de Tecnologías de Información y Sistemas,electivo de especialidad,Universidad ESAN,6,electivo especialidad,"['electivo', 'especialidad']"
2008,Ingeniería de Tecnologías de Información y Sistemas,finanzas para ingenieria,Universidad ESAN,6,finanzas ingenieria,"['finanzas', 'ingenieria']"
2009,Ingeniería de Tecnologías de Información y Sistemas,investigacion operativa,Universidad ESAN,6,investigacion operativa,"['investigacion', 'operativa']"
2010,Ingeniería de Tecnologías de Información y Sistemas,machine learning,Universidad ESAN,6,machine learning,"['machine', 'learning']"
2011,Ingeniería de Tecnologías de Información y Sistemas,metodologia de la investigacion,Universidad ESAN,6,metodologia investigacion,"['metodologia', 'investigacion']"
2012,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias profesionales,Universidad ESAN,6,taller desarrollo competencias profesionales,"['taller', 'desarrollo', 'competencias', 'profesionales']"
2013,Ingeniería de Tecnologías de Información y Sistemas,analitica de la web,Universidad ESAN,7,analitica web,"['analitica', 'web']"
2014,Ingeniería de Tecnologías de Información y Sistemas,calidad de software,Universidad ESAN,7,calidad software,"['calidad', 'software']"
2015,Ingeniería de Tecnologías de Información y Sistemas,computacion grafica,Universidad ESAN,7,computacion grafica,"['computacion', 'grafica']"
2016,Ingeniería de Tecnologías de Información y Sistemas,diseno y desarrollo de productos digitales,Universidad ESAN,7,diseno desarrollo productos digitales,"['diseno', 'desarrollo', 'productos', 'digitales']"
2017,Ingeniería de Tecnologías de Información y Sistemas,entrepreneurship,Universidad ESAN,7,entrepreneurship,['entrepreneurship']
2018,Ingeniería de Tecnologías de Información y Sistemas,etica y responsabilidad ambiental,Universidad ESAN,7,etica responsabilidad ambiental,"['etica', 'responsabilidad', 'ambiental']"
2019,Ingeniería de Tecnologías de Información y Sistemas,mineria de datos,Universidad ESAN,7,mineria datos,"['mineria', 'datos']"
2020,Ingeniería de Tecnologías de Información y Sistemas,taller desarrollo de competencias personales,Universidad ESAN,7,taller desarrollo competencias personales,"['taller', 'desarrollo', 'competencias', 'personales']"
2021,Ingeniería de Tecnologías de Información y Sistemas,computacion en la nube,Universidad ESAN,8,computacion nube,"['computacion', 'nube']"
